id,question1,question2,is_duplicate
1267,Provider Name,No,0
1268,4. Have you been hospitalized?,Female,0
1269,3. Is your condition work related?,97 W Main St,0
1270,What is your expected delivery date? (mm/dd/yy),(456) 672-5040,0
1271,Date of Birth (mm/dd/yy),Arthroscopy L Shouler,0
1272,Were you at work at the time of your accident?,No,0
1273,Is this condition the result of his/her employment,,0
1274,What diagnostic or clinical findings support your diagnosis?,m25.512 m75.102,0
1275,Zip Code,LAWYER,0
1276,First Name,B,1
1277,Secondary Dianosis:,Unknown,0
1278,Please include primary ICD Code or DSM-IV Multi-Axial diagnoses codes,976 587 1052,0
1279,"If yes, please explain:",MAROUN,0
1280,Home Telephone Number,976 587 1052,1
1281,Cellular Telephone Number,976 587 1052,1
1282,Apt. #,,0
1283,Date of Birth (mm/dd/yy),618 22 1773,1
1284,Employer:,"CRAIG, THOMAS",0
1285,Date of next visit for this condition (mm/dd/yy),06 13 83,0
1286,Other Family Member:,"ARANDA, LINA / MOTHER",0
1287,Language Preferences,3711 LAUREL LANE,0
1288,Spouse/Partner's Name,"Maroun, Marcus",1
1289,Please check the type of claim you re filing:,,0
1290,"Patient's Name (Last Name, Suffix, First Name, MI)",06 13 83,1
1291,in.,0,1
1292,"If yes, please provide restrictions and limitations",,0
1293,Employee SSN:,DENNIS WHITE,0
1294,"Employee/Individual's Name (Last Name, Suffix, First Name, MI)",'S',0
1295,What diagnostic or clinical findings support your diagnosis?,04-13-17,0
1296,Telephone Number,'S',0
1297,Fax No.,Lifting heavy objects,0
1298,State,PA,1
1299,Fax No.,(456) 672-5040,1
1300,"If you have not returned to work, when do you expect to return?",04-18-17,1
1301,"If yes, please explain:",No,1
1302,in.,,0
1303,Zip,914 890 5521,0
1304,Printed Name,MARGARITA MAROUN,1
1305,"If yes, has a Workers' Compensation claim been filed?",20 %,1
1306,Has the patient been treated for the same/similar condition in the past?,Vaginal C-Section,0
1307,Were there any complications causing your patient to stop working prior to her expected delivery date?,Vaginal C-Section,1
1308,Secondary Dianosis:,,0
1309,Part-time hours per week:,09-19-18,0
1310,Date of next visit for this condition (mm/dd/yy),09-18-18,0
1311,Actual Delivery Date (mm/dd/yy):,Vaginal C-Section,1
1312,What is your medical condition?,Torn rotator Cuff,1
1313,Treatment Dates:,04-09-18,0
1314,State,04-18-17,0
1315,"If yes, have you received Workers' Compensation benefits for your occupational injury?",No,1
1316,Work Telephone Number,5410796314,1
1317,Marital Status:,English,0
1318,Gender,704-538-8617,0
1319,Date of Birth (mm/dd/yy),'S',0
1320,Zip,MARIA D. WILLOUGHBY,0
1321,Degree,04-09-18,0
1322,Have you filed a Workers' Compensation claim?,,0
1323,Date of Birth (mm/dd/yy),Blank,0
1324,Date of last examination (mm/dd/yy):,m25.512 m75.102,0
1325,Does the spouse live in the US?,F,1
1326,Full Time Part Time,2,1
1327,Are you currently self-employed,English,0
1328,Suffix,ELMER,1
1329,"If yes, date hospitalized (mm/dd/yy):",04-15-17,1
1330,Employee SSN:,0,0
1331,Signature,20,0
1332,Is your claim pending a Workers' Compensation decision?,Spouse/Domestic Partner,0
1333,The State in which you work,I was at work trying to lift a box of tools but it was a bit too heavy for me. My back felt a sharp pain afterwards,0
1334,State,IL,0
1335,Date of Birth (mm/dd/yy),03 12 18,0
1336,"Employee Name (First, Middle, Last)",DENNIS V. WHITE,1
1337,Date you were first unable to work due to this medical condition (mm/dd/yy),04-13-17,1
1338,Home Phone #,,0
1339,When did you first notice the symptoms?,04-12-17,1
1340,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,Lifting heavy objects,1
1341,"If yes, please explain how the work related injury/illness occurred:",905 331 8089,0
1342,What is your medical condition?,Severe Pain,0
1343,Last Name,10601,0
1344,"Name of Patient (Last Name, Suffix, First Name, MI)",104 02 8783,1
1345,Time of Accident a.m. p.m.,104 42 7346,0
1346,"If yes, what type of delivery?",06 13 83,1
1347,City,2,0
1348,Employee (Applicant) Signature,6,0
1349,Please check all types of coverage you have with Unum,Turn rotator cuff,0
1350,"3. In the past 12 months, have you or your spouse (if applying) been diagnosed with or received treatment by a medical professional for:",,0
1351,"If yes, date of accident (mm/dd/yy)",No,1
1352,State,79730,0
1353,Did you advise your patient to stop working?,m25.512 m75.102,0
1354,Claimant Signature,104028783,0
1355,Degree/Specialty,IL,0
1356,Zip,Injury,0
1357,City,EDGE WOOD,1
1358,What symptoms is your patient reporting about his/her condition?,m75.102,0
1359,II,m25.512 m75.102,1
1360,"If yes, please explain:",06 13 83,1
1361,Social Security Number,104028783,1
1362,Treating Physician Telephone Number,CLAUSEN JOSEPH N,0
1363,What is your expected delivery date?,Marshall,0
1364,Customer Number,,0
1365,Has the patient been treated for the same/similar condition in the past?,No,1
1366,Printed Name,,0
1367,Last Name,CLAUSEN,1
1368,Cost per pay period,192-78-2587,0
1369,"If yes, on what date (mm/dd/yy)?",Unknown,0
1370,Date you were first unable to work due to this medical condition (mm/dd/yy),Torn rotator Cuff,1
1371,2. Have you (applicant) or your spouse (if applying) been diagnosed with or received treatment for Acquired Immune Deficiency Syndrome (AIDS)?,8,1
1372,Signature,495 202 8689,0
1373,What is your expected delivery date?,No,1
1374,MI,B,1
1375,Date of last examination (mm/dd/yy):,,0
1376,Hours per day,Full Time,0
1377,Date you were first treated by a physician (mm/dd/yy),I was at work trying to lift a box of tools but it was a bit too heavy for me. My back felt a sharp pain afterwards,1
1378,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,09/20/18,1
1379,Address,,0
1380,Policyholder Signature,,0
1381,Insured's Signature,03-12-18,1
1382,Social Security Number,Male,1
1383,Were there any complications causing your patient to stop working prior to her expected delivery date?,No,0
1384,Degree,MD,0
1385,Actual Delivery Date (mm/dd/yy,,0
1386,First Name,09-11-18,0
1387,Date Hospitalized (mm/dd/yy):,,0
1388,Number of hours worked on date last worked,"Maroun, Marcus",0
1389,Telephone Number,No,1
1390,"If yes, what type of delivery?",Lifting heavy objects,1
1391,Employer Name,09/21/1973,0
1392,Employer Name,905 331 8089,0
1393,Patient's Weight,57 kg/126 lbs,1
1394,Customer Policy #:,494172,0
1395,Are you currently working with the Employer listed on this application?,612-843-1476,1
1396,State,10601,1
1397,"If no, do you intend to file a Workers' Compensation claim?",,0
1398,Employee SSN:,704-538-8617,0
1399,Social Security Number,559 65 7651,1
1400,Cellular Telephone Number,Severe Pain,0
1401,Lanuage Preference,09-10-18 afternoon,0
1402,Was surgery performed?,M51.26,0
1403,"If yes, as of what date? (mm/dd/yy)",No,0
1404,Date the injury occurred (mm/dd/yy),,0
1405,Telephone No.,35203,0
1406,Social Security Number,NY,0
1407,Zip Code,DOROTHY R WHITE,0
1408,"If yes, how much do you want withheld from each check? (whole dollar amount)$",20,1
1409,Date Hospitalized (mm/dd/yy):,Vaginal C-Section,0
1410,Relationship to Insured/Policyholder (check one),Spouse/Domestic Partner,0
1411,Date of Birth (mm/dd/yy),958976877,0
1412,Telephone Number,859-817-7848,1
1413,EE Name:,491 22 7531,1
1414,CURRENT RESTRICTIONS (activities patient should not do),35203,0
1415,Mailing Address,Birmingham,0
1416,Spouse DOB:,02-27-79,1
1417,Relationship,WIFE,1
1418,Patient Telephone Number,"CRAIG, THOMAS",1
1419,"If yes, employer name",,0
1420,City,Yes,0
1421,City,4462 Ritter Street,0
1422,Was surgery performed?,Arthroscopy L Shouler,0
1423,Address,859-301-2663,0
1424,Employer selected benefit[s],,0
1425,[Optional Employee selected benefit],2748 ROCKET DRIVE,0
1426,Gender,Male,1
1427,Have you filed a Workers' Compensation claim?,Yes,1
1428,Date Signed,03-12-18,0
1429,Date,910-734-7634,0
1430,Secondary Dianosis:,m25.512 m75.102,0
1431,Patient's Height:,09/10 - 09/18/18,0
1432,Language Preference,Short Term Disability,0
1433,Primary ICD Code:,,0
1434,"Employee Name (First, Middle, Last)",MEGHAN C BROWN,0
1435,Physician Tax ID Number:,No,0
1436,Date Hospitalized (mm/dd/yy):,559 65 7651,0
1437,Last Name,MAROUN,1
1438,Other person,910-734-7634,1
1439,Medications (Please attach medication log),15025,0
1440,Mailing Address,,0
1441,Diagnosis:,03-12-18,1
1442,Employer:,491 22 7531,0
1443,"If yes, how much do you want withheld from each check? (whole dollar amount)$",Yes,1
1444,What type of delivery?,"Craig, Thomas G.",0
1445,Group Accident,55402,0
1446,"Patient's Name (Last Name, Suffix, First Name, MI)",04-13-17,0
1447,Fax Number,"Maroun, Margarita B",0
1448,Date Surgery Performed (mm/dd/yy),Physical therapy after Surgery and Pain meds.,0
1449,Employer:,,0
1450,State,03-12-18- 04-09-18,0
1451,Social Security Number,Yes,0
1452,Work Telephone Number,elmerfaranda83@yahoo.com,1
1453,Work Telephone Number,915 704 8912,1
1454,in.,No,0
1455,CURRENT LIMITATIONS (activities patient cannot do),Limited Use of Left Shoulder,1
1456,Date of next visit for this condition (mm/dd/yy),Lifting heavy objects,0
1457,City,I was at work trying to lift a box of tools but it was a bit too heavy for me. My back felt a sharp pain afterwards,0
1458,Employer Name,09-10-18,0
1459,Expected return to work date (mm/dd/yy):,1557 Edgewood Ave,0
1460,Signature,HUSBAND,0
1461,through (mm/dd/yy):,"Craig, Thomas G.",0
1462,6. Have you retured to work?,No,1
1463,Claimant Signature,910-734-7634,0
1464,City,02/04/1965,1
1465,Expected Delivery Date (mm/dd/yy),,0
1466,Is patient still under your care?,,0
1467,Insured's Signature,MARGARITA MARDUN,0
1468,"If yes, have you filed a Worker's Compensation claim?",07-01-66,0
1469,State,09/20/18,0
1470,Employer Name,"CRAIG, THOMAS",1
1471,Employee ID/Payroll #,$5.80,0
1472,"If yes, has a Workers' Compensation claim been filed?",Yes,1
1473,Is your claim pending a Workers' Compensation decision?,No,1
1474,3. Is your condition work related?,Yes,1
1475,"If yes, date of delivery (mm/dd/yy):",06 13 83,1
1476,Is your claim pending a Workers' Compensation decision?,Yes,1
1477,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",No,0
1478,Spouse/Partner's Date of Birth (mm/dd/yy),07-01-66,1
1479,Date of Birth (mm/dd/yy),Yes,1
1480,Social Security Number,06 13 83,1
1481,Zip,10601,1
1482,Diagnosis:,M51.26,0
1483,Telephone Number,,0
1484,"If yes, indicate date (mm/dd/yy):",,0
1485,2. Have you (applicant) or your spouse (if applying) been diagnosed with or received treatment for Acquired Immune Deficiency Syndrome (AIDS)?,,0
1486,Time of Accident a.m. p.m.,,0
1487,"If yes, date hospitalized (mm/dd/yy):",09/18/18,1
1488,Marital Status:,"Maroun, Marcus",1
1489,Date Signed,"CLAUSEN, JOSEPH N.",1
1490,Address,859-817-7848,0
1491,"If yes, what is the relationship",No,1
1492,(Telephone Number),914-890-5521,0
1493,Please check all types of coverage you have with Unum,04-12-17,0
1494,"If yes, please explain",Vaginal C-Section,1
1495,State,35203,1
1496,Full Time Part Time,"LIFTING, BENDING, SQUATTING, SITTING TOO LONG.",0
1497,"Patient Name (Last Name, First Name, MI, Suffix)",02 18 67,0
1498,State,41017,1
1499,Gender,686-05-0758,1
1500,Has the patient been hospitalized?,Vaginal C-Section,0
1501,Federal Income Tax:,,0
1502,State,'S',0
1503,State,,0
1504,Number of hours worked on date last worked,Yes,0
1505,City,YA,1
1506,Treatment Dates:,03-12-18- 04-09-18,1
1507,Have you returned to work,04-18-17,1
1508,Date of first visit for this condition (mm/dd/yy),Jefferson Hills,0
1509,Date of next examination (mm/dd/yy):,04-18-17,1
1510,"If no, please explain why you are not filing a Workers' Compensation claim",06 13 83,0
1511,Insured's Signature,04-15-17,1
1512,Date,04-15-17,1
1513,EE Name:,"CRAIG, THOMAS",0
1514,What is your medical condition?,MARIA D. WILLOUGHBY,0
1515,Have you returned to work,,0
1516,ICD Code:,m25.512 m75.102,1
1517,Social Security Number,618 22 1773,1
1518,Fax Number,21-0046005,0
1519,Have you advised the patient to return to work?,09/20/18,1
1520,Part-time hours per week,,0
1521,"Patient's Name (Last Name, First Name, MI, Suffix)","ARANDA, ELMER, F",1
1522,Social Security Number,211085,0
1523,City,COYANOSA,1
1524,Have you advised the patient to return to work?,559-297-8404,0
1525,"If yes, has a Workers' Compensation claim been filed?",495 202 8689,0
1526,What is your medical condition?,04-12-17,0
1527,Did you advise your patient to stop working?,Yes,1
1528,City,AL,0
1529,Number of hours worked on date last worked,4,1
1530,Full Time (mm/dd/yy),,0
1531,ICD Code:,No,0
1532,Zip,(456) 672-5040,0
1533,Group Policy #:,"SMITH, HEIDI , J.",1
1534,Home Address,Marshall,0
1535,Social Security Number,617-54-1889,1
1536,DSM-IV: I,m25.512 m75.102,0
1537,"If your patient has CURRENT RESTRICTIONS (activities patient should not do) and/or LIMITATIONS (activities patient cannot do) list below. Please be specific and understand that a reply of ""no work"" or ""totally disabled"" will not enable us to evaluate your patient's claim for benefits and may result in us having to contact you for clarification.",60005,0
1538,"If yes, on what date (mm/dd/yy)?",,0
1539,Provider Name,(229) 460 6725,1
1540,"Insured/Policyholder Name (Last Name, First Name, MI, Suffix)",MD,0
1541,Signature,'S',0
1542,II,,0
1543,To (mm/dd/yy):,11/20/18,1
1544,Customer Policy #:,"CRAIG, THOMAS",0
1545,Social Security Number,DOROTHY R WHITE,1
1546,Gender,Female,0
1547,Last Name,,0
1548,"Patient's Name (Last Name, First Name, MI, Suffix)",MD,0
1549,Address,Arlington Heights,0
1550,City,IL,1
1551,City,Jefferson Hills,1
1552,Claimant Signature,09-19-18,1
1553,Name,495 202 8689,1
1554,Date,914-890-5521,0
1555,Do yo work for another employer?,IL,0
1556,This claim is for:,JOSEPH,0
1557,Time of Accident,03-11-18,0
1558,Relationship,Newly Eligible,0
1559,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,Jefferson Hospital,0
1560,Is the patient's condition due to injury or sickness involving the patient's employment?,,0
1561,DSM-IV: I,,0
1562,My Spouse:,914-890-5521,1
1563,To (mm/dd/yy):,"Mullaney, Jason",1
1564,Have you returned to work,AL,0
1565,EE DOB:,"ROSEN , ALBERT , K",1
1566,Zip,,0
1567,Fax Number,60005,0
1568,Is your claim pending a Workers' Compensation decision?,,0
1569,ft.,No,0
1570,Name of Person Completing Form,495 202 8689,0
1571,City,830 763 2514,0
1572,Actual Delivery Date (mm/dd/yy,Blank,1
1573,City,KY,1
1574,in.,'S',0
1575,Fax Number,859-817-7848,1
1576,Relationship,09/21/1973,1
1577,CURRENT LIMITATIONS (activities patient cannot do),Full Time,0
1578,Please check all types of coverage you have with Unum.,Group Short Term Disability,1
1579,Zip,KY,0
1580,Home Phone #,28090,1
1581,Zip,Left knee pain,0
1582,please initial here,09/20/18,0
1583,(Telephone Number),"ARANDA, LINA / MOTHER",1
1584,"If yes, how much do you want withheld from each check? (whole dollar amount) $",,0
1585,Confinement Dates: (mm/dd/yy),EDITH,0
1586,Please check all types of coverage you have with Unum,Severe Pain,0
1587,Is the patient's condition work related?,09/18/18,0
1588,Telephone Number where we can reach you,Marga.br@chammy.info,1
1589,"If known, please check all type of coverage you have with Unum.",Short Term Disability,1
1590,"If yes, please explain",57 kg/126 lbs,0
1591,"Employee Name (First, Middle, Last)",Newly Eligible,1
1592,Are you related to this patient?,03 11 18,0
1593,Gender,Spouse,0
1594,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",,0
1595,Confinement Dates: (mm/dd/yy),04-09-18,1
1596,Zip,559-297-8404,1
1597,Date of Visit for this condition (mm/dd/yy),(456) 672-5040,1
1598,"If yes, expected return to work date (mm/dd/yy):",MD,0
1599,"If yes, how much do you want withheld from each check? (whole dollar amount) $",(229) 460 6725,0
1600,Date Last Worked (mm/dd/yy),04-13-17,1
1601,"If yes, what procedure was performed?",22505,1
1602,Work Phone #,612-843-1476,1
1603,Date of Discharge (mm/dd/yy),04-18-17,0
1604,Are you currently working with the Employer listed on this application?,40,0
1605,Date you were first treated by a physician (mm/dd/yy),Turn rotator cuff,1
1606,Customer #:,461568,1
1607,Gender,F,1
1608,Have you already delivered?,Jefferson Hills,0
1609,SS #:,572617254,0
1610,Employee ID/Payroll #,WIFE,0
1611,Language Preference,,0
1612,Please check all types of coverage you have with Unum.,,0
1613,V,Rotator Cuff Tear L-Shoulder,0
1614,"If yes, have you filed a Worker's Compensation claim?",,0
1615,Social Security Number,04-13-17,0
1616,Home Telephone Number,914 890 5521,1
1617,Are you currently working with the Employer listed on this application?,,0
1618,Fax Number,"ARANDA, ELMER, F",0
1619,State,15025,1
1620,What is your treatment plan?,,0
1621,First Name,Marga.br@chammy.info,0
1622,Date Last Worked (mm/dd/yy),5,1
1623,"Name of Patient (Last Name, Suffix, First Name, MI)",,0
1624,Printed Name,432-561-1937,0
1625,Patient's Weight,"CRAIG, THOMAS",0
1626,Are you currently working with the Employer listed on this application?,02/04/1965,0
1627,Insured's Signature,104028783,0
1628,Is your claim pending a Workers' Compensation decision?,CLAUSEN,0
1629,What is your expected delivery date?,Yes,0
1630,Employee (Applicant) Signature,07-14-2018,1
1631,"If your patient has CURRENT RESTRICTIONS (activities patient should not do) and/or LIMITATIONS (activities patient cannot do) list below. Please be specific and understand that a reply of ""no work"" or ""totally disabled"" will not enable us to evaluate your patient's claim for benefits and may result in us having to contact you for clarification.",Part Time,0
1632,"Name of Patient (Last Name, Suffix, First Name, MI)",m25.512 m75.102,0
1633,"Insured's Name (Last Name, Suffix, First Name, MI)",859-301-2663,0
1634,"If known, please check all type of coverage you have with Unum.",Spouse,1
1635,My Spouse:,,1
1636,"If yes, please explain how:",Got hurt on the job,1
1637,SS #:,867341,1
1638,Diagnosis:,,0
1639,Employee (Applicant) Signature,No,0
1640,MI,S,1
1641,Group Policy #:,"CRAIG, THOMAS",1
1642,Date of first visit for this condition (mm/dd/yy),No,0
1643,Date Last Worked (mm/dd/yy),432 343 1836,0
1644,CURRENT RESTRICTIONS (activities patient should not do),,0
1645,Federal Income Tax:,No,0
1646,Date Hospitalized (mm/dd/yy):,976 587 1052,1
1647,"If yes, have you received Workers' Compensation benefits for your occupational injury?",Spouse,0
1648,Policyholder Signature,"ARANDA, LINA / MOTHER",0
1649,Work Phone #,,0
1650,Physician's Tax ID Number:,No,0
1651,Expected return to work date (mm/dd/yy):,60005,0
1652,Are you currently self-employed,,0
1653,Is he/she employed?,,0
1654,Telephone Number where we can reach you,905 331 8089,1
1655,"If yes, please explain",L 4-5 disc herniation resulting in R Ls radiculopathy,0
1656,Provider Name,,0
1657,Scheduled NUmber of Work Hours/week,,0
1658,Scheduled NUmber of Work Hours/week,Newly Eligible,0
1659,"Name of Patient (Last Name, Suffix, First Name, MI)","CRAIG, THOMAS",0
1660,Have you stopped working?,Yes,1
1661,Gender,211085,0
1662,Date of Birth (mm/dd/yyyy),WIFE,0
1663,Time of Accident a.m. p.m.,p.m.,1
1664,Gender,1739 DEANS LANE,1
1665,Hours per day,,0
1666,Other person:,,0
1667,Fax Number,,0
1668,"If yes, what procedure was performed?",,0
1669,"If yes, have you filed a Worker's Compensation claim?",Yes,0
1670,Delivery Type:,04-13-17,0
1671,"Physician Name (Last Name, First Name, MI, Suffix) Please Print","LARKIN , MATTHEW J.",1
1672,Date of Birth (mm/dd/yy),859-301-2663,0
1673,Time of Accident,,0
1674,Name,,0
1675,(Telephone Number),910-734-7634,1
1676,Number of Hours Worked on Date Last Worked,MARIA D. WILLOUGHBY,0
1677,Signature of Physician,04-15-17,1
1678,"If yes, please provide treatment dates (mm/dd/yy): From",09/18/18,0
1679,Through,Yes,1
1680,Other person:,432-561-1937,1
1681,Other Family Member:,,0
1682,Date,559-65-7651,0
1683,4. Have you been hospitalized?,,0
1684,Part Time (mm/dd/yy),20,0
1685,MI,Yes,0
1686,"If yes, date hospitalized (mm/dd/yy):",09-10-18,0
1687,"If you hane delivered, what was your delivery date? (mm/dd/yy)",,0
1688,MI,04-12-17,0
1689,Part Time (mm/dd/yy),09-18-18,0
1690,Telephone No.,20,0
1691,Home Address,No,0
1692,EE DOB:,02-27-79,0
1693,Telephone Number,21-0046005,0
1694,Home Telephone Number,Male,0
1695,MI,Spanish,0
1696,"If yes, date of accident (mm/dd/yy)",,0
1697,Secondary Dianosis:,Yes,0
1698,"3. In the past 12 months, have you or your spouse (if applying) been diagnosed with or received treatment by a medical professional for:",6,0
1699,Date of Birth (mm/dd/yy),CLAUSEN,0
1700,Is the patient's condition due to injury or sickness involving the patient's employment?,04-13-17,0
1701,Medical Specialty,"Champman, Roger, J.",0
1702,Provider Name,(456) 672-5040,1
1703,City,Birmingham,1
1704,What type of delivery?,,0
1705,"If yes, what is the relationship",41017,0
1706,"If yes, what procedure was performed?",04-13-17,0
1707,"Employee Name (Last Name, Suffix, First Name, MI)",08 10 68,1
1708,Please check all types of coverage you have with Unum,Life Insurance,1
1709,Is the patient's condition work related?,"5'6""",1
1710,"If yes, on what date (mm/dd/yy)?",Yes,1
1711,When did you first notice the symptoms?,432 343 1836,0
1712,Date of Birth (mm/dd/yy),06 13 83,1
1713,Employee's Name (Last Name,06 13 83,0
1714,Secondary Diagnosis:,Vaginal C-Section,0
1715,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",04-15-17,0
1716,Signature of Physician,09-19-18,1
1717,EE Name:,02-27-79,0
1718,Cost per pay period,"Employee, Spouse",1
1719,Specialty,Orthopedic,1
1720,Is the patient's condition work related?,No,1
1721,Prefered e-mail address (for confirmation purposes only),,0
1722,Last Name,EDITH,0
1723,EE DOB:,"HAYES, PAMELA, A",1
1724,City,09/20/18,0
1725,State,NORTH CAROLINA,0
1726,Insured's Signature,SELF,0
1727,"If yes, what is the relationship?",Part Time,0
1728,ICD Code:,"Pain in Left Shoulder, limitation of motion",0
1729,Date of next examination (mm/dd/yy):,"Pain in Left Shoulder, limitation of motion",1
1730,Fax No.,,0
1731,Full Time (mm/dd/yy):,"Jason Mullaney, MD",0
1732,Insured's Signature,"ARANDA, ELMER, F.",0
1733,"If yes, date hospitalized (mm/dd/yy):",,0
1734,MI,Spouse/Domestic Partner,0
1735,Actual Delivery Date (mm/dd/yy):,04-13-17,0
1736,Date of first visit for this pregnancy (mm/dd/yy):,04-13-17,0
1737,State,(456) 672-5040,1
1738,through (mm/dd/yy):,09/18/18,1
1739,Signature,Yes,0
1740,Primary ICD Code:,104 02 8783,0
1741,Telephone Number,"Maroun, Marcus",0
1742,Was this a motor vehicle accident?,No,1
1743,Date od Birth (mm/dd/yy),08 10 68,1
1744,Employer selected benefit[s],$5.80,1
1745,Treating Physician Name,859-301-2663,1
1746,Date of first visit for this current condition(s) (mm/dd/yy):,09-18-18,1
1747,Is this condition the result of an accidental injury?,,0
1748,Printed Name,617-54-1889,0
1749,"If no, when do you expect improvement in the patient's functional capacity?",,0
1750,(Telephone Number),03-12-18,0
1751,Spouse DOB,,0
1752,Date of Birth (mm/dd/yy),"Craig, Thomas G.",0
1753,Cellular Telephone Number,CLAUSEN,0
1754,What is your expected delivery date? (mm/dd/yy),06 13 83,1
1755,Signature,03-12-18,1
1756,Home Telephone Number,432 343 1836,1
1757,Date of first visit for this current condition(s) (mm/dd/yy):,04-13-17,1
1758,"If yes, what is the relationship?",'S',0
1759,Date Surgery Performed (mm/dd/yy):,,0
1760,Was surgery performed?,09/18/18,1
1761,"If yes, expected return to work date (mm/dd/yy):",4462 Ritter Street,0
1762,Date you were first treated by a physician (mm/dd/yy),04-13-17,1
1763,"If yes, what is the relationship?",21-0046005,0
1764,First Name,02 18 37,0
1765,Zip,15025,1
1766,Date of Birth (mm/dd/yyyy),4536 CONCORD STREET,0
1767,Employer:,"CRAIG, THOMAS",1
1768,Physician Tax ID Number:,,0
1769,Secondary Diagnosis:,,0
1770,V,,0
1771,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",MD,1
1772,6. Have you retured to work?,Yes,0
1773,Is this condition the result of his/her employment,03-12-18- 04-09-18,0
1774,To (mm/dd/yy):,Yes,0
1775,Zip Code,28090,1
1776,"If yes, expected return to work date (mm/dd/yy):",'S',0
1777,Address,Jefferson Hills,1
1778,Date of Birth (mm/dd/yy),02 18 37,1
1779,"If yes, date hospitalized (mm/dd/yy):",Vaginal C-Section,0
1780,Other Family Member:,104028783,0
1781,Gender,3711 LAUREL LANE,1
1782,"If yes, have you received Workers' Compensation benefits for your occupational injury?",Yes,0
1783,Date of first visit for this condition (mm/dd/yy),,0
1784,Employee SSN:,DENNIS WHITE,1
1785,Zip Code,NORTH CAROLINA,1
1786,What are the other conditions that prevent the patient from working,m25.512 m75.102,0
1787,Secondary Dianosis:,Rotator Cuff Tear L-Shoulder,1
1788,4. Have you been hospitalized?,09-10-18,1
1789,Is this a work related injury or accident?,06 13 83,0
1790,"If yes, as of (mm/dd/yy):",Birmingham,0
1791,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,09-19-18,0
1792,MI,Severe Pain,0
1793,Employee Name:,DENNIS WHITE,1
1794,Is the patient's condition due to injury or sickness involving the patient's employment?,L Shoulder Strain,1
1795,City,Physical therapy after Surgery and Pain meds.,0
1796,Through,905 331 8089,0
1797,Other Family Member:,914-890-5521,1
1798,Is this condition the result of an accidental injury?,"M25.562, S83.242D",0
1799,Full Time Part Time,,0
1800,State,60005,1
1801,What were your first symptoms,Male,0
1802,Expected Delivery Date (mm/dd/yy),Yes,0
1803,"If yes, how much do you want withheld from each check? (whole dollar amount) $",'S',1
1804,Social Security Number,Newly Eligible,0
1805,Date of Birth,559 65 7651,1
1806,Home Address (Street/PO Box),DENNIS V. WHITE,1
1807,"If yes, expected return to work date (mm/dd/yy):",Birmingham,0
1808,Signature,04-17-17,1
1809,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",Short Term Disability,0
1810,MI,No,0
1811,Date of Birth (mm/dd/yy),'S',1
1812,Suffix,No,0
1813,V,m25.512 m75.102,1
1814,Date you were first treated by a physician (mm/dd/yy),F,0
1815,Procedure,,0
1816,Have you stopped working?,830 763 2514,0
1817,(Telephone Number),432-561-1937,0
1818,Is the patient's condition work related?,"CRAIG, THOMAS",0
1819,Specialty,Yes,0
1820,Date Hospitalized (mm/dd/yy):,04-13-17,1
1821,Date of Visit for this condition (mm/dd/yy),04-15-17,0
1822,Home Address (Street/PO Box),,0
1823,"If no, when do you expect improvement in the patient's functional capacity?","Champman, Roger, J.",0
1824,What is the primary diagnosis preventing the patient from working?,L Shoulder Strain,1
1825,Customer #:,864053,1
1826,What is your medical condition?,Severe Pain,1
1827,Printed Name,"CLAUSEN, JOSEPH N.",0
1828,Was this a motor vehicle accident?,Spouse,0
1829,Home Address,,0
1830,Date of first visit for this condition (mm/dd/yy),09-10-18,0
1831,Accident Policy Number,5410796314,1
1832,Work Phone #,55402,1
1833,Expected return to work date (mm/dd/yy):,,0
1834,Group Accident,"Employee, Spouse",1
1835,My Spouse:,432-561-1937,0
1836,"If no, do you intend to file a Workers' Compensation claim?",Yes,1
1837,through (mm/dd/yy),04-15-17,1
1838,Claimant Signature,'S',1
1839,Social Security Number,M51.26,0
1840,CURRENT LIMITATIONS (activities patient cannot do),,0
1841,"Insured/Policyholder Name (Last Name, First Name, MI, Suffix)",CLAUSEN JOSEPH N,1
1842,Spouse DOB,491 22 7531,0
1843,Degree,KY,0
1844,Social Security Number,'S',0
1845,Part Time (mm/dd/yy),No,0
1846,Occupation,,0
1847,Last Name,CLAUSEN,0
1848,Signature,495 202 8689,1
1849,Secodary ICD Code:,Yes,1
1850,Customer #:,491 22 7531,0
1851,Date you were first unable to work due to this medical condition (mm/dd/yy),English,0
1852,What symptoms is your patient reporting about his/her condition?,04-18-17,0
1853,Insured's Signature,03-12-18,0
1854,Degree,MD,1
1855,Telephone Number,No,0
1856,Medications (Please attach medication log),Physical therapy after Surgery and Pain meds.,0
1857,Have you advise the patient to return to work?,,0
1858,Have you stopped working?,,0
1859,Full Time (mm/dd/yy),No,0
1860,Customer Policy #:,494172,1
